Age,Employment,RemoteWork,EdLevel,LearnCodeCoursesCert,YearsCodePro,DevType,OrgSize,Country,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,AISelect,ICorPM,Industry,ConvertedCompYearly,learnedCodeViaBooksPhysicalmedia,learnedCodeViaCodingBootcamp,learnedCodeViaFriendorfamilymember,learnedCodeViaHackathonsvirtualorinperson,learnedCodeViaOnlineCoursesorCertification,learnedCodeViaOnthejobtraining,learnedCodeViaOtheronlineresourcesegvideosblogsforum,learnedCodeViaSchoolieUniversityCollegeetc,languageUsedCfamily,languageUsedHTMLCSS,languageUsedJavafamily,languageUsedJulia,languageUsedMATLAB,languageUsedPython,languageUsedR,languageUsedRuby,languageUsedSQL,languageUsedSwift,languageUsedVBA
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,8,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,135000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,People manager,Healthcare,142900.0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,20,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,Legal Services,110000.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,116000.0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,16,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",240000.0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,1,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",85000.0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,10,Cloud infrastructure engineer,100 to 499 employees,United States of America,0,1,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",120000.0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,13,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",120000.0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,10,"Developer, full-stack",500 to 999 employees,United States of America,1,0,1,1,1,0,Individual contributor,Healthcare,132000.0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,2,"Developer, front-end",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",70000.0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,5,Engineering manager,2 to 9 employees,United States of America,1,1,0,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",115000.0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,16,Cloud infrastructure engineer,"10,000 or more employees",United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",237000.0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,32,Educator,100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Higher Education,92000.0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0,2,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",46000.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,Some college/university study without earning a degree,0,34,"Developer, game or graphics",2 to 9 employees,United States of America,0,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",160000.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,1,3,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",105000.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,32,"Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",223000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,14,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",160000.0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,"Developer, game or graphics","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Advertising Services,370000.0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
55-64 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,35,Hardware Engineer,"10,000 or more employees",United States of America,0,0,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",400000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,13,Engineering manager,"10,000 or more employees",United States of America,1,1,1,1,1,1,People manager,Retail and Consumer Services,300000.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,29,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",250000.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,7,"Developer, embedded applications or devices","10,000 or more employees",United States of America,1,1,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",120000.0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,12,Project manager,"10,000 or more employees",United States of America,0,1,1,1,1,1,Individual contributor,Advertising Services,350000.0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,"Developer, back-end","10,000 or more employees",United States of America,0,0,0,1,1,0,Individual contributor,Financial Services,200000.0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,4,"Engineer, site reliability","10,000 or more employees",United States of America,0,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",194000.0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,13,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",149000.0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,18,Hardware Engineer,"10,000 or more employees",United States of America,0,0,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",300000.0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,0,5,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,Financial Services,75000.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,3,DevOps specialist,20 to 99 employees,United States of America,1,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",88500.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,17,"Developer, back-end",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,Insurance,200000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,9,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Insurance,139000.0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,16,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",137000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,Scientist,100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",106000.0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,18,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,199784.0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,15,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",115000.0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,26,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",150000.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,1,6,Security professional,"10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Advertising Services,256000.0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,16,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Higher Education,150000.0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,4,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,0,1,0,1,1,1,Individual contributor,Insurance,325000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,7,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,0,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",123000.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,7,"Developer, mobile",100 to 499 employees,United States of America,0,1,0,0,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",105000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,"Engineer, site reliability","1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",1,11,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",75000.0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,16,"Developer, back-end",20 to 99 employees,United States of America,1,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",165000.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,22,Engineering manager,"10,000 or more employees",United States of America,1,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",600000.0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,170000.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",145000.0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",122000.0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,14,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",220000.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,10,Data scientist or machine learning specialist,20 to 99 employees,United States of America,1,1,0,1,1,1,People manager,"Manufacturing, Transportation, or Supply Chain",155000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,1,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,100000.0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,1,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",91500.0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,2,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",95000.0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",0,10,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,153000.0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,18,Blockchain,10 to 19 employees,United States of America,1,1,0,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",285000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,Research & Development role,20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",110000.0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,25,"Developer, back-end","10,000 or more employees",United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",400000.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
55-64 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,38,"Developer, full-stack","10,000 or more employees",United States of America,1,0,1,1,1,0,Individual contributor,Higher Education,120000.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
